is_imported_car,model,year,mileage,engine_capacity,fuel_type,engine_power,gearbox,transmission,bluetooth_interface,damaged,body_type,door_count,nr_seats,color,colour_type,radio,no_accident,navigation_system,soundsystem,air_conditioning_type,heated_seat_driver,heated_seat_passenger,power_windows_front,park_distance_control_rear,traction_control,fog_lamps,power_steering,esp,passenger_airbag,side_airbag_driver_and_passenger,new_used,version,generation,urban_consumption,park_distance_control_front,head_airbags_rear,sports_steering_wheel,price_amount
1,seria-1,2006,248039,1596.0,petrol,116.0,manual,rear-wheel,0.0,0.0,compact,5.0,5.0,silver,metallic,0,1.0,0,0,air-conditioning,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,ver-116i,gen-e87-2004-2013,10.0,0,0,0,11200.0
1,seria-3,1995,286000,1995.0,petrol,150.0,manual,rear-wheel,0.0,0.0,coupe,2.0,5.0,blue,metallic,0,0.0,0,0,air-conditioning,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,ver-316i,gen-e36-1990-1999,11.8,0,0,0,13000.0
0,x5,2021,96500,2998.0,plugin-hybrid,340.0,automatic,all-wheel-permanent,1.0,0.0,suv,5.0,5.0,white,pearl,1,1.0,1,1,dualzone-automatic-climate-control,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0,ver-xdrive25d,gen-g05-2018,6.4,1,1,1,219000.0
0,seria-1,2015,117000,1496.0,diesel,95.0,manual,rear-wheel,1.0,0.0,compact,5.0,5.0,white,metallic,1,0.0,0,0,automatic-climate-control,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0,ver-114d-m-sport,gen-f20-2011,3.0,0,0,1,42500.0
1,seria-3,2005,191000,1995.0,petrol,163.0,automatic,rear-wheel,0.0,0.0,sedan,5.0,5.0,navy-blue,metallic,1,1.0,0,1,automatic-climate-control,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,ver-316i-touring,gen-e46-1998-2007,9.4,0,0,0,14500.0
1,seria-1,2009,159000,1995.0,diesel,143.0,manual,rear-wheel,0.0,0.0,compact,5.0,5.0,black,metallic,1,1.0,0,0,air-conditioning,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0,ver-118d,gen-e87-2004-2013,5.0,0,0,0,19990.0
0,seria-3,2021,150000,1998.0,plugin-hybrid,184.0,automatic,rear-wheel,1.0,0.0,combi,5.0,5.0,white,metallic,1,1.0,0,0,trizone-automatic-climate-control,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0,ver-330e-xdrive-advantage-sport,gen-g20-2019,6.3,1,1,1,126500.0
1,seria-3,2021,176426,1995.0,hybrid,190.0,automatic,all-wheel-auto,1.0,0.0,combi,5.0,5.0,grey,pearl,1,1.0,1,1,trizone-automatic-climate-control,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,ver-320d-xdrive-mhev-sport-line-sport,gen-g20-2019,5.8,1,1,1,99800.0
0,x3-m,2021,181000,2993.0,diesel,326.0,automatic,all-wheel-permanent,1.0,0.0,suv,5.0,5.0,black,metallic,1,1.0,1,1,trizone-automatic-climate-control,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,ver-m40d-sport,gen-f97-2019,7.0,1,0,1,191900.0
1,seria-7,2021,146789,2993.0,diesel,286.0,automatic,rear-wheel,1.0,0.0,sedan,4.0,5.0,black,metallic,1,1.0,1,1,dualzone-automatic-climate-control,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0,ver-730d,gen-g11-12-2015,5.9,1,1,1,219000.0
1,seria-3,2016,202556,1995.0,diesel,150.0,automatic,rear-wheel,0.0,0.0,combi,5.0,5.0,grey,metallic,1,0.0,1,0,automatic-climate-control,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0,ver-318d,gen-f30-2012,5.0,1,0,0,51000.0
1,x5,2009,250000,2993.0,diesel,286.0,automatic,all-wheel-auto,1.0,0.0,suv,5.0,5.0,white,metallic,1,1.0,1,1,dualzone-automatic-climate-control,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,ver-3-0sd-xdrive,gen-e70-2006-2013,6.7,1,0,1,57900.0
0,x5,2007,306000,2996.0,petrol-lpg,272.0,automatic,all-wheel-auto,0.0,0.0,suv,5.0,5.0,black,metallic,1,1.0,0,0,dualzone-automatic-climate-control,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0,ver-3-0si-xdrive,gen-e70-2006-2013,13.0,0,0,0,43000.0
0,x4,2024,11111,1995.0,diesel,190.0,automatic,all-wheel-auto,1.0,0.0,suv,5.0,5.0,black,metallic,1,1.0,1,1,trizone-automatic-climate-control,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,ver-xdrive20d-m-sport,gen-g02-2018,6.4,1,0,1,268000.0
1,seria-3,2025,1,1995.0,diesel,190.0,automatic,all-wheel-permanent,1.0,0.0,combi,5.0,5.0,blue,metallic,1,1.0,1,1,trizone-automatic-climate-control,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,ver-320d-touring-xdrive-m-sport,gen-g20-2019,5.9,1,1,1,199999.0
1,x5,2015,220764,2993.0,diesel,258.0,automatic,all-wheel-auto,1.0,0.0,suv,5.0,5.0,white,metallic,1,1.0,0,1,dualzone-automatic-climate-control,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0,ver-xdrive30d,gen-f15-2013,7.0,1,0,1,93000.0
0,seria-5,2012,185650,1995.0,diesel,218.0,automatic,all-wheel-permanent,1.0,0.0,sedan,4.0,5.0,navy-blue,metallic,1,1.0,1,1,dualzone-automatic-climate-control,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0,ver-525d-xdrive,gen-f10-2009,5.0,1,0,1,54000.0
1,seria-5,2021,125576,1995.0,diesel,190.0,automatic,front-wheel,0.0,0.0,combi,5.0,5.0,black,pearl,1,1.0,1,0,dualzone-automatic-climate-control,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0,ver-520d,gen-g30-2017,4.0,1,0,0,132900.0
1,seria-3,2008,330000,1995.0,diesel,143.0,manual,rear-wheel,0.0,0.0,combi,5.0,5.0,silver,metallic,1,1.0,0,0,air-conditioning,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,ver-318d-dpf-touring,gen-e90-2005-2012,5.4,0,1,0,11900.0
0,x1,2024,1,1499.0,plugin-hybrid,136.0,automatic,all-wheel-permanent,1.0,0.0,suv,5.0,5.0,silver,metallic,1,1.0,1,1,dualzone-automatic-climate-control,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1,ver-xdrive30e-m-sport-sport,gen-u11-2022,5.3,1,1,1,250197.0
1,seria-3,2005,368000,1995.0,diesel,163.0,automatic,rear-wheel,0.0,0.0,combi,5.0,5.0,silver,metallic,0,1.0,0,0,dualzone-automatic-climate-control,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,ver-320i,gen-e90-2005-2012,7.9,0,0,0,9999.0
0,seria-7,2013,198000,2993.0,diesel,313.0,automatic,all-wheel-permanent,1.0,0.0,sedan,4.0,5.0,black,metallic,1,1.0,1,1,dualzone-automatic-climate-control,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0,ver-740d-xdrive,gen-f01-2008-2015,7.0,1,0,0,98000.0
0,seria-5,2014,139000,1995.0,diesel,218.0,automatic,all-wheel-permanent,1.0,1.0,sedan,4.0,5.0,silver,metallic,1,0.0,0,0,dualzone-automatic-climate-control,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0,ver-525d-xdrive,gen-f10-2009,5.0,0,0,1,47970.0
1,seria-3,2017,177000,1995.0,diesel,190.0,automatic,all-wheel-permanent,1.0,0.0,combi,5.0,5.0,grey,metallic,1,1.0,1,1,dualzone-automatic-climate-control,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,ver-320d-xdrive-m-sport-sport,gen-f30-2012,5.0,1,1,1,86100.0
1,seria-3,2023,74087,1995.0,diesel,190.0,automatic,rear-wheel,1.0,0.0,combi,5.0,5.0,grey,metallic,1,0.0,1,0,trizone-automatic-climate-control,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0,ver-320d-xdrive-m-sport-sport,gen-g20-2019,6.1,1,1,0,139898.97
1,x3,2012,200000,2000.0,diesel,184.0,automatic,all-wheel-permanent,1.0,0.0,suv,5.0,5.0,black,pearl,1,1.0,1,1,4-or-more-zone-automatic-climate-control,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,ver-20d-xdrive,gen-f25-2010,6.1,1,1,0,59900.0
1,seria-5,2009,279500,2993.0,diesel,197.0,automatic,rear-wheel,1.0,0.0,combi,5.0,5.0,grey,metallic,1,1.0,0,1,automatic-climate-control,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0,ver-525d-touring,gen-e60-2003-2010,8.6,0,1,0,30500.0
1,seria-3,2020,189000,1995.0,diesel,190.0,automatic,rear-wheel,1.0,0.0,combi,5.0,5.0,black,metallic,1,1.0,1,0,trizone-automatic-climate-control,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,ver-320d-m-sport-shadow-sport,gen-g20-2019,5.0,1,1,1,99700.0
1,seria-1,2017,118205,1496.0,diesel,95.0,manual,rear-wheel,1.0,0.0,compact,5.0,5.0,white,metallic,1,0.0,1,0,automatic-climate-control,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,ver-114d,gen-f20-2011,3.0,0,1,0,38900.0
0,x3-m,2020,98000,2998.0,petrol,360.0,automatic,all-wheel-auto,0.0,0.0,suv,5.0,5.0,navy-blue,metallic,1,0.0,0,1,trizone-automatic-climate-control,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0,ver-m40i-sport,gen-f97-2019,10.8,1,1,1,199900.0
1,seria-1,2015,197000,1496.0,diesel,116.0,manual,rear-wheel,1.0,0.0,mini,5.0,5.0,black,metallic,1,0.0,0,0,automatic-climate-control,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0,ver-116d-sport-line,gen-f20-2011,4.0,0,0,1,35900.0
0,x5,2016,212000,2993.0,diesel,258.0,automatic,all-wheel-auto,1.0,0.0,suv,5.0,5.0,navy-blue,metallic,1,1.0,1,1,dualzone-automatic-climate-control,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,ver-xdrive30d,gen-f15-2013,7.0,1,0,1,125000.0
0,seria-4,2022,55000,2998.0,petrol,326.0,automatic,all-wheel-permanent,1.0,0.0,coupe,5.0,5.0,blue,metallic,1,1.0,0,0,dualzone-automatic-climate-control,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0,ver-440i-xdrive-m-sport,gen-g22,9.0,0,0,1,305000.0
1,seria-3,2006,346300,2993.0,diesel,231.0,automatic,all-wheel-permanent,0.0,0.0,combi,5.0,5.0,grey,metallic,0,1.0,0,0,dualzone-automatic-climate-control,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,ver-318i,gen-e90-2005-2012,9.7,0,0,0,32990.0
0,seria-5,2016,289000,1997.0,petrol,245.0,automatic,all-wheel-permanent,1.0,0.0,sedan,4.0,5.0,black,metallic,1,1.0,0,0,dualzone-automatic-climate-control,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0,ver-528i-xdrive-luxury-line,gen-f10-2009,8.0,0,0,1,55800.0
0,x3,2025,1,2998.0,petrol,398.0,automatic,all-wheel-permanent,1.0,0.0,suv,5.0,5.0,black,metallic,1,1.0,1,1,trizone-automatic-climate-control,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1,ver-xdrive20d-mhev-m-sport-sport,gen-g45-2024,5.7,1,1,1,348400.0
0,x5,2024,1,2993.0,diesel,265.0,automatic,all-wheel-auto,1.0,0.0,suv,5.0,5.0,grey,metallic,1,1.0,1,1,automatic-climate-control,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,ver-xdrive30d-sport,gen-g05-2018,7.9,1,1,1,375938.0
1,x2,2020,87844,1499.0,plugin-hybrid,125.0,automatic,all-wheel-permanent,1.0,0.0,suv,5.0,5.0,grey,metallic,1,1.0,1,0,dualzone-automatic-climate-control,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0,ver-xdrive25e-advantage,gen-f39-2017-2023,4.9,1,0,1,105100.0
0,x5,2025,1,2993.0,diesel,265.0,automatic,all-wheel-auto,1.0,0.0,suv,5.0,5.0,grey,metallic,1,1.0,1,1,automatic-climate-control,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,ver-xdrive30d-sport,gen-g05-2018,8.6,1,1,1,379992.0
1,seria-7,2019,96575,2998.0,petrol,326.0,automatic,all-wheel-permanent,1.0,0.0,sedan,5.0,5.0,black,metallic,0,0.0,1,1,dualzone-automatic-climate-control,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0,ver-730d-xdrive,gen-g11-12-2015,9.3,1,1,0,179900.0
1,seria-5,2018,198400,2993.0,diesel,320.0,automatic,all-wheel-permanent,1.0,1.0,combi,5.0,5.0,black,metallic,0,0.0,1,1,dualzone-automatic-climate-control,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0,ver-540d-xdrive-m-sport-sport,gen-g30-2017,6.0,1,0,1,79900.0
0,seria-3,2024,1,1998.0,petrol,156.0,automatic,rear-wheel,1.0,0.0,sedan,4.0,5.0,white,metallic,0,1.0,1,1,trizone-automatic-climate-control,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1,ver-318i,gen-g20-2019,6.1,1,1,1,169850.0
0,xm,2025,5,2998.0,hybrid,476.0,automatic,all-wheel-permanent,1.0,0.0,suv,5.0,5.0,green,metallic,0,1.0,1,1,4-or-more-zone-automatic-climate-control,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,ver-50e-phev-sport,gen-g09-2022,8.6,1,1,0,606100.0
0,seria-4,2025,5,2993.0,diesel,286.0,automatic,all-wheel-permanent,1.0,0.0,coupe,5.0,5.0,grey,metallic,0,1.0,1,0,automatic-climate-control,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,ver-430i-xdrive-gran-coupe-m-sport,gen-g22,6.0,1,1,1,362800.0
1,seria-5,2005,281100,2993.0,diesel,272.0,automatic,rear-wheel,0.0,0.0,combi,5.0,5.0,black,metallic,1,0.0,0,0,automatic-climate-control,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0,ver-535d,gen-e60-2003-2010,11.0,0,0,0,25000.0
1,seria-5,2022,176000,3000.0,petrol,335.0,automatic,rear-wheel,1.0,0.0,sedan,4.0,5.0,black,metallic,1,0.0,1,1,automatic-climate-control,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,ver-m550i-xdrive,gen-g30-2017,8.2,1,1,1,136000.0
0,seria-7,2016,125000,4395.0,petrol,450.0,automatic,all-wheel-permanent,1.0,0.0,sedan,4.0,5.0,grey,metallic,1,1.0,1,1,4-or-more-zone-automatic-climate-control,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,ver-750i-xdrive,gen-g11-12-2015,11.0,1,1,1,180000.0
0,seria-7,2022,44449,2998.0,petrol,333.0,automatic,rear-wheel,0.0,0.0,compact,4.0,5.0,other,metallic,0,1.0,0,0,dualzone-automatic-climate-control,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,ver-740d-xdrive-sport,gen-g11-12-2015,7.9,0,0,0,303687.0
0,seria-7,2020,39150,2993.0,diesel,265.0,automatic,all-wheel-permanent,0.0,0.0,sedan,4.0,5.0,black,metallic,0,1.0,1,1,dualzone-automatic-climate-control,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0,ver-730d-xdrive,gen-g11-12-2015,6.0,1,1,1,245500.0
0,seria-7,2019,111000,2993.0,hybrid,340.0,automatic,all-wheel-auto,1.0,0.0,sedan,4.0,4.0,grey,metallic,1,1.0,1,1,4-or-more-zone-automatic-climate-control,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,ver-730d-xdrive,gen-g11-12-2015,6.9,1,1,0,295962.6
0,x5,2020,141650,2998.0,petrol,340.0,automatic,all-wheel-auto,1.0,0.0,suv,5.0,5.0,grey,metallic,0,1.0,1,1,automatic-climate-control,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0,ver-xdrive40i,gen-g05-2018,9.1,1,1,1,219900.0
0,x3,2013,187700,1995.0,diesel,184.0,automatic,all-wheel-auto,1.0,0.0,suv,5.0,5.0,black,metallic,1,1.0,1,0,dualzone-automatic-climate-control,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,ver-xdrive20d,gen-f25-2010,6.0,1,0,0,53000.0
1,seria-5,2011,334772,1995.0,diesel,184.0,manual,rear-wheel,1.0,0.0,combi,5.0,5.0,black,metallic,1,1.0,1,1,dualzone-automatic-climate-control,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0,ver-520d-touring,gen-f10-2009,5.8,1,1,0,30900.0
0,seria-5,2025,5,1998.0,plugin-hybrid,184.0,automatic,all-wheel-permanent,0.0,0.0,sedan,4.0,5.0,red,metallic,0,1.0,0,0,4-or-more-zone-automatic-climate-control,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,ver-530e-m-sport-sport,gen-g60-2023,5.7,0,0,1,315900.0
1,seria-5,2016,198935,1995.0,diesel,163.0,manual,rear-wheel,0.0,0.0,combi,5.0,5.0,grey,metallic,1,1.0,1,0,automatic-climate-control,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0,ver-518d,gen-f10-2009,5.1,1,0,0,53000.0
0,x5,2016,207000,1995.0,diesel,231.0,automatic,all-wheel-auto,1.0,0.0,suv,5.0,5.0,grey,metallic,1,1.0,1,1,automatic-climate-control,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0,ver-xdrive25d,gen-f15-2013,6.0,1,1,1,115000.0
0,x1,2017,79584,1995.0,diesel,150.0,automatic,all-wheel-auto,1.0,0.0,suv,5.0,5.0,white,metallic,1,1.0,1,1,dualzone-automatic-climate-control,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0,ver-xdrive18d-m-sport-sport,gen-f48-2015,5.0,1,1,1,79900.0
1,seria-3,2016,55530,1997.0,petrol,184.0,automatic,rear-wheel,1.0,0.0,sedan,4.0,5.0,white,pearl,1,1.0,0,0,automatic-climate-control,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,ver-320i,gen-f30-2012,8.0,0,1,0,33900.0
1,x3-m,2020,75400,2998.0,petrol,354.0,automatic,all-wheel-auto,0.0,0.0,suv,5.0,5.0,navy-blue,metallic,0,0.0,0,0,trizone-automatic-climate-control,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0,ver-m40i-sport,gen-f97-2019,11.0,0,0,1,184900.0
0,seria-1,2020,44392,1998.0,petrol,306.0,automatic,all-wheel-auto,0.0,0.0,compact,5.0,5.0,black,metallic,1,1.0,1,0,automatic-climate-control,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0,ver-118i-advantage,gen-f40-2019,6.5,1,0,0,150000.0
1,seria-5,2013,192036,1995.0,diesel,184.0,automatic,rear-wheel,0.0,0.0,sedan,4.0,5.0,grey,metallic,1,0.0,1,0,automatic-climate-control,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0,ver-525d-xdrive,gen-f10-2009,5.8,1,0,0,48000.0
0,seria-5,2021,75200,1998.0,petrol,252.0,automatic,all-wheel-permanent,1.0,0.0,combi,5.0,5.0,black,metallic,1,1.0,1,1,dualzone-automatic-climate-control,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,ver-520d-xdrive,gen-g30-2017,7.8,1,1,1,189900.0
0,seria-4,2022,45424,2998.0,petrol,374.0,automatic,all-wheel-permanent,1.0,0.0,cabrio,2.0,4.0,green,pearl,1,1.0,0,0,dualzone-automatic-climate-control,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0,ver-420d-xdrive-m-sport,gen-g22,9.0,0,0,1,307500.0
0,x2,2024,13600,1499.0,petrol,170.0,automatic,front-wheel,1.0,0.0,suv,5.0,5.0,black,metallic,1,1.0,1,1,dualzone-automatic-climate-control,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,ver-m35i-xdrive,gen-u10-2023,6.2,1,0,1,211900.0
1,x2,2018,158146,1995.0,diesel,150.0,manual,front-wheel,1.0,0.0,suv,5.0,5.0,black,metallic,1,1.0,1,1,dualzone-automatic-climate-control,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,ver-sdrive20i,gen-f39-2017-2023,5.7,1,0,1,67500.0
1,x4,2017,160192,1995.0,diesel,190.0,automatic,all-wheel-permanent,1.0,0.0,suv,5.0,5.0,grey,metallic,1,1.0,1,1,dualzone-automatic-climate-control,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,ver-xdrive20d,gen-f26-2014–2018,5.0,1,0,0,89400.0
0,seria-1,2024,8450,1995.0,diesel,150.0,automatic,front-wheel,1.0,0.0,compact,5.0,5.0,white,metallic,1,1.0,1,1,dualzone-automatic-climate-control,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,ver-118i-advantage,gen-f40-2019,5.5,1,1,1,139900.0
1,seria-3,2010,203000,2979.0,petrol,306.0,automatic,rear-wheel,0.0,0.0,cabrio,3.0,4.0,blue,metallic,0,0.0,1,0,automatic-climate-control,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,ver-318i,gen-e90-2005-2012,11.9,0,0,0,47900.0
0,seria-3,2025,1,1995.0,diesel,190.0,automatic,all-wheel-auto,0.0,0.0,sedan,4.0,5.0,blue,metallic,0,1.0,0,0,dualzone-automatic-climate-control,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,ver-318i-m-sport,gen-g20-2019,7.1,0,0,0,269225.0
0,seria-1,2008,215500,1995.0,diesel,143.0,manual,rear-wheel,0.0,0.0,compact,5.0,5.0,black,metallic,1,1.0,0,0,air-conditioning,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0,ver-118d,gen-e87-2004-2013,5.0,0,0,0,19900.0
1,x1,2013,196577,1995.0,diesel,177.0,manual,rear-wheel,0.0,0.0,suv,5.0,5.0,black,metallic,1,1.0,0,0,air-conditioning,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,ver-sdrive20d,gen-e84-2009-2015,6.0,0,0,0,33900.0
0,seria-3,2021,134217,2993.0,diesel,340.0,automatic,all-wheel-permanent,1.0,0.0,sedan,5.0,5.0,black,metallic,0,1.0,1,0,trizone-automatic-climate-control,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0,ver-320d-xdrive-m-sport-sport,gen-g20-2019,6.9,1,1,0,216000.0
0,seria-3,2014,326000,1995.0,diesel,218.0,automatic,rear-wheel,1.0,0.0,combi,5.0,5.0,white,pearl,1,1.0,1,1,automatic-climate-control,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0,ver-316d,gen-f30-2012,5.7,1,1,1,47200.0
1,x3,2011,124000,1995.0,diesel,184.0,manual,all-wheel-permanent,0.0,0.0,suv,5.0,5.0,black,metallic,1,1.0,0,0,automatic-climate-control,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,ver-xdrive20d,gen-f25-2010,6.7,0,1,0,45900.0
0,x5,2025,1,2998.0,plugin-hybrid,489.0,automatic,all-wheel-permanent,1.0,0.0,suv,5.0,5.0,black,metallic,1,1.0,1,1,4-or-more-zone-automatic-climate-control,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,ver-xdrive30d-sport,gen-g05-2018,6.1,1,1,0,499900.0
1,x1,2014,134543,1995.0,diesel,116.0,manual,rear-wheel,1.0,0.0,suv,5.0,5.0,grey,metallic,1,1.0,1,0,dualzone-automatic-climate-control,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,ver-sdrive16d,gen-e84-2009-2015,5.0,1,1,0,44990.0
0,seria-4,2015,144241,1995.0,diesel,184.0,automatic,rear-wheel,1.0,0.0,sedan,5.0,5.0,black,metallic,1,1.0,1,0,automatic-climate-control,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,ver-420d-luxury-line,gen-i-f32,5.0,1,1,1,77000.0
1,seria-5,2015,198400,1997.0,petrol,245.0,automatic,all-wheel-permanent,1.0,0.0,sedan,4.0,5.0,black,metallic,1,0.0,0,1,dualzone-automatic-climate-control,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0,ver-528i-xdrive,gen-f10-2009,8.0,1,0,1,63000.0
0,seria-4,2024,1,1995.0,hybrid,190.0,automatic,rear-wheel,1.0,0.0,cabrio,2.0,4.0,grey,metallic,1,1.0,1,1,dualzone-automatic-climate-control,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1,ver-420d-mhev-m-sport,gen-g22,6.4,1,1,1,314200.0
0,seria-3,2025,5,2998.0,petrol,374.0,automatic,all-wheel-permanent,1.0,0.0,sedan,5.0,5.0,blue,metallic,0,1.0,1,1,dualzone-automatic-climate-control,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,ver-318i-m-sport,gen-g20-2019,8.2,1,1,1,365600.0
0,x2,2025,5,1499.0,petrol,170.0,automatic,front-wheel,1.0,0.0,suv,5.0,5.0,grey,metallic,0,1.0,1,0,dualzone-automatic-climate-control,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,ver-sdrive20i-mhev-m-sport,gen-u10-2023,6.2,1,0,1,259500.0
0,seria-4,2014,182000,1997.0,petrol,245.0,automatic,rear-wheel,1.0,0.0,coupe,5.0,5.0,black,metallic,1,0.0,0,0,automatic-climate-control,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0,ver-428i-m-sport-sport,gen-i-f32,8.0,0,0,1,67500.0
0,seria-1,2006,246000,1995.0,diesel,122.0,manual,rear-wheel,0.0,0.0,compact,5.0,5.0,grey,metallic,1,1.0,0,0,air-conditioning,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0,ver-118d,gen-e87-2004-2013,7.0,0,0,0,14200.0
